growth_stage,temperature,humidity,rainfall,forecast_rainfall,wind_speed,solar_radiation,pressure,cloud_cover,dew_point,soil_moisture,soil_temperature,soil_ph,nitrogen,phosphorus,potassium,organic_matter,ec,leaf_wetness,evapotranspiration,ndvi,crop_age_days,water_usage,pest_risk,disease_risk,crop_health_index,previous_yield,groundwater_level,reservoir_level,fertilizer_usage,labor_hours,water_quantity_required_liters,future_soil_moisture_3day,crop_water_stress_level,irrigation_required,yield_prediction,crop_type_Maize,crop_type_Rice,crop_type_Sugarcane,crop_type_Wheat,region_North,region_South,region_West,soil_type_Loamy,soil_type_Sandy,soil_type_Silty,irrigation_type_Flood,irrigation_type_Sprinkler
1,25.77,65.39,290.49,53.92,19.89,429.24,1044.44,17.85,26.09,78.48,34.78,6.42,67,54,8,6.05,0.54,80.24,5.47,0.7,7,206.32,45,97,52.09,6.02,39.88,78.3,62.14,18.81,17.03,78.93,1,0,5.74,1,0,0,0,0,0,0,0,0,1,1,0
0,44.95,63.36,54.29,29.87,12.38,605.88,965.55,84.98,4.21,78.8,25.6,4.83,77,49,41,6.24,2.38,78.54,9.28,0.323,137,132.24,97,57,69.09,2.94,39.59,49.4,104.7,8.42,51.81,74.45,2,0,4.29,0,0,0,0,1,0,0,0,1,0,0,1
2,23.39,71.97,7.35,85.14,8.97,774.4,977.52,77.32,15.66,8.24,26.85,5.37,13,105,109,3.48,1.79,61.79,6.76,0.827,75,490.85,95,12,55.98,6.19,20.77,77.3,109.76,4.35,89.03,11.54,0,0,6.71,0,1,0,0,1,0,0,0,0,1,1,0
3,32.7,92.51,159.24,96.18,18.64,116.41,971.25,98.09,11.45,14.69,11.36,5.9,88,99,62,3.61,2.9,70.89,4.87,0.269,165,291.39,7,4,72.3,8.05,25.31,97.69,152.34,19.93,73.5,17.48,0,0,4.03,0,1,0,0,1,0,0,0,0,0,1,0
1,23.46,49.29,213.57,14.13,2.6,219.31,1046.54,17.11,5.46,22.58,16.41,8.02,56,105,108,1.1,1.64,13.19,8.65,0.319,101,756.8,85,16,87.49,7.96,38.14,78.21,29.68,1.98,56.75,20.19,2,1,3.66,0,0,0,1,0,1,0,0,0,0,1,0
3,18.36,61.75,214.93,60.06,23.69,371.8,976.35,94.45,16.7,32.7,23.82,5.3,97,22,31,5.99,2.5,20.64,5.85,0.739,18,300.1,98,76,74.73,4.52,17.9,49.05,204.85,18.09,28.78,34.75,2,0,6.13,1,0,0,0,0,0,1,0,1,0,0,1
3,32.03,72.43,101.77,81.16,15.74,829.37,962.1,73.27,10.97,54.01,33.97,7.32,39,93,111,0.75,0.53,18.03,3.5,0.356,160,394.54,18,45,98.74,8.38,45.14,56.58,59.41,9.81,27.54,55.7,1,0,3.48,1,0,0,0,0,0,0,0,0,0,0,0
0,25.6,64.43,226.15,82.3,6.18,532.47,1029.68,88.12,21.47,32.38,29.37,7.9,108,62,131,1.58,0.52,54.75,7.43,0.452,29,158.62,54,89,54.56,5.75,32.33,40.34,269.82,13.32,37.75,35.12,2,0,3.69,0,0,0,0,0,0,1,0,0,1,0,0
0,32.5,49.01,252.77,44.04,12.26,559.8,1001.35,3.43,25.09,75.3,28.64,6.55,129,30,149,6.52,1.34,53.15,7.23,0.39,36,837.71,70,83,52.92,4.28,17.95,33.51,262.61,6.73,27.82,73.95,1,0,4.42,0,0,0,1,0,0,1,1,0,0,0,1
2,31.76,66.81,183.0,22.54,3.93,468.29,1008.99,32.09,0.41,40.71,36.81,6.96,87,21,136,1.91,2.29,92.55,4.07,0.499,68,460.71,49,26,97.88,3.63,6.26,80.22,127.98,18.42,24.4,37.75,1,0,4.62,1,0,0,0,0,0,1,0,1,0,0,0
0,31.27,68.76,115.8,38.71,18.5,473.63,1010.68,2.95,16.43,46.8,28.05,6.66,112,87,137,2.15,2.22,75.96,3.72,0.498,157,559.97,10,97,88.29,6.99,32.86,19.04,122.25,15.13,26.67,45.21,1,0,3.95,0,1,0,0,1,0,0,0,0,0,1,0
0,18.7,63.87,184.07,75.12,20.08,979.8,1011.3,18.19,17.43,51.97,18.22,7.55,98,26,80,6.87,2.48,17.73,6.11,0.357,120,356.26,93,45,78.57,2.92,35.57,31.94,134.14,13.1,17.98,55.17,1,0,4.71,0,0,0,0,0,0,0,0,0,1,0,1
3,28.21,35.38,258.67,99.38,12.16,908.78,995.43,88.43,9.54,36.91,24.61,6.59,138,96,49,3.39,0.14,16.77,3.82,0.462,59,713.36,58,0,55.98,9.49,8.74,59.78,76.02,7.56,22.84,40.63,1,0,4.99,0,0,1,0,0,0,0,1,0,0,0,1
1,39.36,57.95,270.14,55.43,10.19,753.28,1047.56,41.08,24.08,52.6,31.43,8.27,98,38,86,3.85,1.2,25.35,4.13,0.168,9,862.86,56,67,63.55,3.6,35.15,47.59,130.1,16.82,26.24,51.13,1,0,2.94,0,1,0,0,0,0,1,0,0,0,0,0
0,24.45,86.33,9.45,19.51,25.49,391.67,967.41,67.15,27.29,11.72,34.94,7.96,68,38,41,4.55,2.44,99.91,2.79,0.31,49,893.38,36,29,71.36,3.25,1.3,59.97,122.14,14.56,75.57,9.61,0,1,4.17,0,0,0,1,1,0,0,0,1,0,0,0
1,28.31,85.15,36.72,4.19,17.28,562.32,1045.79,48.39,22.93,42.66,25.93,7.5,131,106,114,2.18,2.65,16.98,3.15,0.305,153,270.46,61,18,51.91,8.2,23.0,61.97,278.37,1.9,27.11,38.75,1,0,3.78,1,0,0,0,1,0,0,0,0,0,1,0
0,29.81,76.31,1.35,94.37,20.01,720.47,979.24,47.36,15.82,29.77,34.3,5.83,105,56,36,6.21,2.4,37.66,4.58,0.928,84,864.01,33,46,88.53,3.23,25.8,41.68,152.78,13.85,51.35,32.85,2,0,7.42,0,1,0,0,0,0,0,0,0,0,0,1
0,40.88,72.29,147.73,48.3,3.83,455.12,968.99,64.98,0.34,20.15,39.69,6.91,96,34,131,5.67,1.58,31.33,7.46,0.727,79,941.59,34,39,60.66,2.91,39.75,76.8,282.07,12.06,75.97,17.88,0,0,6.38,0,0,1,0,1,0,0,0,0,0,0,0
2,34.67,31.5,130.92,71.66,21.4,572.03,1012.57,43.48,12.66,7.83,11.86,5.01,70,118,56,6.06,2.64,0.26,4.19,0.379,178,231.9,23,78,82.26,8.72,47.52,61.92,111.16,14.13,87.48,8.36,0,0,4.33,0,0,1,0,1,0,0,1,0,0,0,1
0,18.01,54.46,163.74,66.02,13.34,231.14,1039.18,2.07,20.81,63.57,31.92,6.09,68,56,85,2.7,2.07,28.28,3.0,0.716,17,237.0,71,94,85.9,5.03,32.35,77.52,214.27,1.59,12.22,66.15,1,0,5.18,0,0,0,1,1,0,0,1,0,0,1,0
2,40.96,28.32,205.09,89.09,11.0,184.22,986.29,80.05,4.78,14.1,37.81,6.67,11,18,41,1.78,2.39,21.0,11.99,0.884,88,346.86,14,20,60.74,6.49,38.06,77.42,35.74,2.79,93.11,15.08,0,0,6.58,0,1,0,0,0,1,0,0,0,0,1,0
3,39.96,81.3,109.74,26.61,27.88,250.58,957.54,27.35,23.27,17.82,25.01,5.89,127,73,25,7.15,1.53,97.66,6.96,0.292,75,104.01,37,29,49.85,9.68,47.88,75.2,32.19,12.31,80.32,13.95,0,0,4.6,0,0,0,0,0,0,1,0,0,0,1,0
1,37.61,41.83,62.57,44.17,1.62,780.09,1003.65,67.14,18.41,17.61,21.43,4.86,131,46,116,3.14,2.56,72.71,8.25,0.706,27,419.89,15,47,78.34,6.26,5.7,60.95,116.64,12.96,83.76,15.5,0,0,5.69,0,1,0,0,0,0,0,0,1,0,0,1
0,28.98,77.51,118.45,91.36,5.87,270.97,1048.52,65.82,9.95,78.53,26.55,5.75,121,33,129,1.08,0.56,80.65,11.35,0.943,77,248.73,97,61,68.65,1.56,25.16,35.76,127.43,4.06,39.96,81.49,1,0,6.32,0,0,1,0,0,0,0,0,0,0,0,1
2,37.73,81.09,2.7,58.56,11.25,932.25,988.96,14.46,25.46,24.0,37.23,8.19,84,102,102,4.39,0.49,84.43,4.71,0.392,144,144.75,33,21,81.79,6.55,49.63,64.16,222.64,12.7,68.27,23.03,2,0,4.63,0,0,0,1,0,1,0,0,0,1,0,1
3,29.36,86.94,248.83,7.14,9.72,431.69,952.0,16.46,19.29,18.97,35.56,6.94,31,11,60,6.81,0.35,24.65,0.82,0.922,154,361.3,36,46,72.9,1.94,8.87,70.25,200.55,4.21,50.54,15.14,2,1,7.51,0,0,0,1,0,0,1,0,0,1,0,1
0,37.1,76.54,115.12,19.45,15.32,252.13,1000.09,44.78,9.1,77.69,28.01,5.29,64,57,42,2.64,1.6,90.29,2.78,0.215,60,244.49,30,70,97.46,8.79,4.5,85.96,68.75,10.75,29.48,73.68,1,0,2.9,0,0,0,0,0,0,0,0,1,0,0,1
2,41.4,62.35,186.84,23.72,12.03,842.72,988.37,34.18,5.92,52.04,37.95,7.68,13,83,119,0.93,0.98,54.31,8.03,0.569,82,408.29,47,74,50.21,5.22,12.7,35.78,170.31,17.25,39.84,47.73,1,0,4.29,0,0,0,1,1,0,0,1,0,0,1,0
2,41.72,64.86,97.42,99.38,23.65,510.98,956.67,27.34,4.71,56.19,31.73,8.12,79,50,91,7.19,1.02,7.46,9.46,0.897,66,504.28,25,69,79.22,6.88,16.88,99.3,46.47,11.88,47.42,57.88,1,0,7.23,0,0,0,1,0,0,0,0,0,0,1,0
3,28.64,44.04,184.44,22.41,23.04,449.61,1037.48,30.93,29.6,66.12,21.28,6.74,137,69,43,2.83,0.38,60.6,9.61,0.612,6,69.81,90,86,51.87,1.95,10.68,25.89,251.53,14.54,32.91,63.62,1,0,4.77,0,0,0,1,1,0,0,0,1,0,1,0
0,40.78,33.27,162.13,86.97,23.17,396.51,1011.88,25.44,26.07,45.97,17.14,6.23,24,12,128,5.14,1.22,10.49,7.3,0.504,173,697.07,100,78,44.67,1.53,35.98,96.6,146.54,15.47,39.12,46.81,2,0,4.77,0,0,0,1,0,1,0,1,0,0,0,0
0,18.04,29.8,62.57,7.81,11.08,397.46,965.42,11.07,20.64,45.71,28.93,5.94,35,60,97,1.83,0.39,54.52,3.77,0.46,39,948.17,19,96,46.08,9.23,26.63,42.34,124.92,8.57,18.84,43.63,1,0,3.71,0,0,0,1,1,0,0,0,1,0,1,0
1,18.05,33.65,187.6,18.17,12.22,697.1,1042.6,8.79,14.12,79.87,32.85,5.16,112,21,27,4.69,2.57,53.45,9.72,0.342,82,478.14,20,25,80.29,3.13,15.93,22.66,292.47,6.81,24.5,78.62,1,0,4.4,0,0,1,0,0,0,0,1,0,0,0,1
0,31.45,90.05,32.89,87.21,21.61,586.58,1007.62,88.0,25.44,56.74,29.96,4.72,104,16,106,3.95,0.45,64.31,9.11,0.38,22,322.5,35,42,48.15,9.03,42.05,83.49,286.59,8.03,41.74,59.0,1,0,4.27,0,1,0,0,0,0,0,0,0,0,1,0
2,34.56,32.33,144.33,89.89,3.73,520.88,1018.92,81.49,21.1,58.36,28.44,5.37,135,59,99,7.8,1.59,11.85,6.99,0.67,67,930.02,2,25,42.88,6.13,7.46,74.42,182.85,3.78,34.41,60.37,1,0,6.66,1,0,0,0,0,0,0,0,1,0,0,0
1,19.59,74.28,215.96,17.62,25.56,502.34,1008.34,49.43,16.72,11.61,12.7,6.43,70,86,53,1.87,2.36,87.83,4.72,0.401,153,578.56,78,100,90.0,6.28,21.32,60.81,61.86,8.25,65.42,10.08,0,1,3.38,0,0,0,1,0,1,0,0,0,0,0,0
1,29.17,33.85,164.72,22.99,16.24,227.8,1047.84,31.98,23.4,13.57,27.93,4.71,94,94,121,5.2,1.73,74.19,11.58,0.16,70,691.55,29,3,99.35,5.21,37.45,81.75,284.68,5.78,85.83,11.03,0,1,3.81,1,0,0,0,0,1,0,0,1,0,0,0
0,17.83,93.15,223.88,53.06,25.46,845.09,1039.06,68.67,3.58,43.08,10.32,8.42,137,72,64,6.68,0.42,98.6,1.3,0.24,81,398.08,13,66,97.0,9.36,2.07,37.37,210.83,19.16,5.67,44.65,1,0,3.88,1,0,0,0,0,0,1,1,0,0,0,0
1,33.06,47.49,81.95,5.27,23.81,934.16,951.65,10.91,26.23,59.65,11.21,7.28,112,102,44,1.33,1.23,0.83,11.17,0.257,134,528.93,57,1,86.16,2.9,41.9,80.44,51.05,10.92,44.69,55.11,1,0,3.54,0,0,1,0,0,0,0,0,1,0,0,0
2,40.65,50.91,14.65,94.53,11.23,821.99,951.46,10.16,3.84,61.54,17.54,5.87,69,96,148,4.94,2.72,58.24,7.4,0.527,40,113.53,80,66,73.98,1.02,33.62,55.62,255.78,8.96,46.59,63.0,2,0,4.96,0,0,0,1,1,0,0,0,0,1,0,1
2,37.13,50.34,16.79,36.21,3.05,506.14,998.82,14.11,27.13,63.76,13.71,6.21,41,6,39,5.64,1.08,48.48,6.7,0.8,81,963.84,65,96,54.92,6.76,26.91,74.7,226.63,14.87,42.26,61.09,1,0,6.17,1,0,0,0,0,1,0,0,0,1,1,0
3,26.35,81.23,80.62,48.93,27.62,974.97,981.41,69.21,6.59,58.46,16.85,8.45,35,7,124,6.57,1.69,40.06,10.3,0.591,108,942.5,81,35,42.06,1.4,4.27,66.7,185.94,12.27,37.65,58.42,1,0,5.92,0,0,0,1,0,0,0,0,1,0,0,1
2,44.81,36.37,122.3,10.5,10.34,656.78,1003.89,82.15,11.65,13.79,39.1,5.91,110,14,62,4.3,1.94,25.62,5.23,0.113,33,83.29,77,51,69.81,6.18,41.63,71.79,235.39,2.97,87.37,7.91,0,1,2.92,0,0,0,0,0,0,0,0,0,1,0,1
3,34.89,82.33,161.25,3.25,11.21,796.67,983.84,53.63,22.8,67.54,38.02,5.11,37,27,94,3.9,0.63,13.4,10.09,0.667,139,118.71,38,35,53.52,9.73,36.09,17.74,194.97,14.64,40.03,62.57,1,0,5.76,0,0,0,0,0,1,0,0,0,0,0,0
1,39.46,69.28,227.3,46.78,27.27,767.1,1037.82,16.87,3.41,62.51,12.16,6.24,40,45,137,5.71,2.89,97.55,4.75,0.527,53,231.59,71,66,59.13,9.99,49.75,74.15,148.78,5.81,29.7,60.33,1,0,5.12,0,0,0,0,0,0,1,0,0,1,1,0
3,35.09,36.52,251.88,12.17,27.52,737.03,966.98,33.68,29.24,33.01,12.53,5.29,55,86,28,7.29,2.15,87.01,1.57,0.113,38,755.13,0,82,81.92,9.6,49.95,19.39,260.85,1.11,31.2,28.72,2,1,3.2,1,0,0,0,0,1,0,0,0,1,1,0
0,44.68,24.91,208.1,63.03,7.89,677.79,955.73,82.29,22.47,35.65,27.45,6.85,26,27,86,3.41,1.78,81.84,5.0,0.421,74,398.29,49,73,64.82,1.17,10.01,20.07,30.2,11.14,43.17,33.99,2,0,4.06,0,0,0,0,0,1,0,0,0,0,1,0
3,39.64,78.12,138.96,79.45,2.67,290.45,984.29,51.26,7.82,46.52,38.36,6.02,27,24,101,3.81,0.79,13.17,11.69,0.133,4,615.77,9,38,75.58,9.09,1.09,39.49,84.7,3.5,48.14,46.93,1,0,3.05,0,0,1,0,1,0,0,0,0,0,0,0
0,30.58,36.42,79.35,3.17,0.03,365.01,963.91,45.11,26.63,79.46,32.85,5.56,116,107,74,2.79,0.77,97.02,6.97,0.728,114,474.38,58,80,49.5,6.54,6.25,32.22,201.58,14.35,34.44,75.13,1,0,5.4,0,0,1,0,1,0,0,1,0,0,0,1
1,26.01,86.68,128.34,61.22,13.15,898.05,1009.15,65.91,1.24,60.82,30.65,5.67,28,90,51,5.3,0.94,39.17,8.68,0.177,152,767.81,71,89,79.86,6.91,4.8,89.2,153.32,5.68,31.75,61.82,1,0,3.06,1,0,0,0,0,0,1,0,0,0,1,0
3,35.46,29.73,82.02,81.56,17.06,261.96,997.25,35.47,0.33,67.83,22.1,8.35,133,82,22,1.19,2.66,48.24,6.63,0.132,176,456.94,10,48,75.94,6.38,3.86,53.19,125.01,3.07,37.53,69.04,1,0,2.42,0,0,0,1,0,0,0,0,1,0,0,1
2,32.71,66.23,187.34,43.94,8.11,236.77,1020.8,0.43,9.71,20.42,31.14,6.01,93,87,46,2.86,2.22,63.86,3.85,0.847,124,362.98,36,82,67.01,7.24,33.86,16.81,132.93,3.48,59.74,19.03,2,0,5.99,0,1,0,0,0,1,0,0,0,1,1,0
0,33.88,71.91,245.46,95.97,7.79,355.74,957.28,94.08,3.05,42.93,28.08,8.25,16,5,13,2.57,2.83,31.48,6.77,0.789,151,647.83,70,55,41.66,7.28,11.37,90.03,177.72,3.14,28.37,45.53,1,0,5.91,0,0,0,1,0,0,1,1,0,0,1,0
1,25.29,69.33,155.46,11.12,10.7,426.24,1025.44,71.06,24.6,47.2,33.75,6.71,28,97,35,4.79,2.83,46.46,7.72,0.269,28,235.99,38,21,68.73,2.7,17.55,60.27,211.43,12.53,27.9,44.3,1,0,4.09,0,0,0,1,1,0,0,0,0,0,1,0
2,27.86,43.7,13.75,32.3,7.89,597.82,977.66,95.8,11.54,8.32,37.58,6.75,111,38,48,4.76,1.97,54.35,6.73,0.622,41,405.96,67,68,77.35,1.77,15.33,35.41,151.15,9.04,92.08,6.72,0,0,5.38,0,0,0,1,0,1,0,0,0,1,1,0
0,31.74,85.66,281.92,23.01,25.75,644.98,1017.14,85.0,18.59,13.36,32.15,4.84,78,108,54,3.53,2.36,15.83,6.57,0.891,55,247.61,16,45,91.66,1.1,6.68,42.68,73.19,4.47,72.39,10.44,0,1,6.71,0,0,0,1,0,0,0,0,1,0,0,0
1,40.18,77.74,88.29,99.62,19.29,811.61,979.1,37.39,24.69,21.08,17.14,8.41,119,65,94,4.89,2.43,27.63,6.59,0.283,16,443.46,7,33,95.45,9.19,29.98,90.19,291.57,17.21,74.97,23.02,0,0,4.06,0,1,0,0,1,0,0,0,1,0,0,0
1,37.89,58.27,274.35,29.42,24.87,166.07,1033.38,37.86,4.59,71.25,24.35,6.6,24,103,10,1.65,1.79,9.46,5.24,0.514,139,878.12,4,62,51.13,5.34,42.35,23.16,188.73,5.41,27.07,67.92,1,0,4.28,0,0,0,0,1,0,0,1,0,0,0,1
2,18.56,65.25,243.92,38.79,25.81,287.41,1033.41,14.42,29.21,63.14,31.67,7.91,12,90,55,1.64,0.47,40.18,3.76,0.521,158,781.72,43,79,83.5,9.65,24.96,20.16,19.0,17.07,10.17,63.46,1,0,4.14,0,0,0,1,1,0,0,0,1,0,0,0
1,22.37,62.48,123.94,84.76,13.05,554.65,980.63,80.73,19.55,41.47,34.49,7.25,106,111,53,4.71,0.37,47.42,10.82,0.895,29,619.07,94,99,78.13,3.52,6.04,43.91,255.06,13.35,33.34,44.9,1,0,6.43,0,0,1,0,0,0,1,0,0,1,1,0
3,15.8,91.0,17.01,93.0,14.33,325.73,1040.96,61.97,1.96,63.82,16.65,6.45,40,14,145,5.73,0.92,57.38,7.42,0.824,31,395.54,29,51,80.57,1.03,49.88,17.98,130.62,9.14,26.63,68.89,1,0,6.76,1,0,0,0,0,0,0,0,0,0,0,1
1,15.24,87.23,284.31,93.77,29.33,886.14,982.1,25.58,16.21,44.09,26.77,7.26,80,99,92,4.94,1.08,86.46,6.71,0.491,11,91.58,52,91,41.22,4.35,29.46,89.13,79.47,1.71,11.4,49.31,1,0,4.53,1,0,0,0,0,1,0,0,1,0,0,1
0,21.73,37.66,197.72,55.82,24.51,676.15,1039.57,96.0,26.13,74.14,38.18,4.94,32,77,111,2.41,1.89,16.34,7.02,0.714,117,172.27,81,95,43.15,9.14,9.9,65.31,133.7,1.48,21.54,75.35,1,0,5.1,0,0,1,0,0,0,1,0,0,0,0,1
0,38.98,39.71,74.9,66.33,23.94,541.21,969.31,76.78,26.94,26.39,30.14,4.73,57,78,84,1.24,0.94,8.17,11.09,0.505,69,409.32,88,3,93.05,6.34,26.79,30.23,267.1,11.89,74.12,25.85,0,0,4.74,0,0,0,1,0,0,1,0,0,1,1,0
0,42.14,93.61,160.06,34.92,17.51,100.4,978.79,88.26,22.44,13.91,26.23,5.92,97,80,11,7.45,0.75,12.05,6.43,0.258,118,96.09,45,75,95.24,5.06,22.21,31.15,150.16,16.05,85.53,10.38,0,0,4.03,0,1,0,0,0,0,1,0,0,1,1,0
3,26.75,37.74,190.61,60.72,13.83,872.78,1038.42,17.4,29.17,8.68,30.96,5.26,124,28,7,3.82,0.82,16.0,6.75,0.269,163,162.72,8,88,69.9,2.58,46.7,23.61,293.37,9.73,81.75,9.53,0,0,3.23,0,0,0,0,1,0,0,0,0,0,0,1
2,31.9,91.51,68.0,30.27,26.84,514.77,958.08,59.26,14.97,37.87,26.86,8.04,68,92,76,1.15,0.34,5.67,7.93,0.556,25,729.17,16,8,74.0,1.39,24.19,69.89,299.34,12.74,41.81,35.51,1,0,4.93,1,0,0,0,0,0,0,0,0,1,0,0
3,36.18,68.73,28.06,74.6,24.14,578.27,1020.18,99.09,12.09,27.89,18.72,5.7,84,97,114,6.0,1.4,71.01,10.98,0.856,178,969.26,42,3,70.09,5.0,7.94,74.78,191.63,8.12,71.3,28.43,2,0,7.45,0,0,0,0,0,0,1,1,0,0,1,0
3,43.59,23.76,80.24,30.72,15.5,728.44,1018.2,34.95,6.63,77.55,22.21,7.15,64,101,135,0.66,0.86,89.5,4.31,0.845,155,519.93,22,44,65.26,7.9,23.21,25.2,246.77,14.3,39.48,73.47,1,0,5.92,0,1,0,0,0,1,0,0,1,0,1,0
3,42.39,45.18,14.28,87.94,8.11,943.71,1047.22,40.34,13.73,71.18,34.95,8.14,75,29,35,5.88,0.53,84.73,5.96,0.11,99,213.79,30,36,41.12,4.94,9.12,49.93,147.32,13.15,45.12,71.86,1,0,3.37,1,0,0,0,0,0,0,1,0,0,0,0
1,16.72,55.71,21.0,14.35,4.42,242.39,1047.23,53.71,25.72,37.25,27.66,4.75,135,7,124,1.2,2.41,84.35,8.05,0.324,93,936.74,37,3,70.79,6.82,33.89,93.18,225.29,6.44,33.38,35.89,1,0,3.83,0,0,0,0,0,1,0,1,0,0,0,1
2,22.44,82.48,46.98,57.18,16.58,164.07,998.05,4.45,1.63,6.25,22.82,7.34,89,96,102,5.81,1.95,28.2,3.86,0.835,131,65.87,88,73,82.37,9.86,48.79,12.93,160.15,12.97,84.07,7.46,0,0,6.61,0,1,0,0,0,0,0,1,0,0,0,0
1,16.47,44.64,47.52,52.07,8.88,209.72,1015.84,22.58,6.72,12.05,13.39,4.54,136,71,44,7.24,1.12,6.94,0.15,0.708,117,634.21,19,28,62.26,3.32,48.81,24.45,236.39,5.33,61.41,13.75,2,0,6.71,0,0,0,0,0,1,0,0,0,0,1,0
3,33.5,43.29,74.39,26.37,7.93,766.65,965.58,32.29,29.15,21.16,13.45,7.94,139,30,87,4.58,1.37,85.49,4.55,0.456,48,688.81,64,34,88.28,2.87,25.71,35.93,206.35,6.59,66.09,18.24,0,0,4.86,0,0,0,1,1,0,0,0,0,0,0,1
0,36.31,89.02,281.23,2.8,3.17,216.35,972.61,0.93,23.71,34.42,14.54,8.44,31,91,17,0.82,0.92,83.43,9.01,0.774,127,919.58,98,66,40.3,7.58,42.62,16.54,98.79,14.41,43.05,29.2,2,1,5.37,0,1,0,0,0,0,1,0,0,1,0,1
3,24.25,25.93,172.75,14.85,1.03,550.88,1005.84,31.57,8.35,65.13,37.79,5.42,78,99,114,3.66,2.97,10.11,9.7,0.208,118,985.89,99,16,85.59,3.5,17.44,21.79,15.93,3.5,30.16,62.68,1,0,3.61,0,0,0,0,0,1,0,0,0,0,0,0
2,40.62,61.36,126.75,96.8,23.5,735.85,973.76,54.53,25.15,68.96,38.72,5.14,97,8,6,1.56,0.8,38.69,0.09,0.308,157,370.76,38,78,98.9,4.92,6.31,15.08,175.03,14.47,26.34,70.61,1,0,3.07,0,0,0,1,0,0,0,0,0,1,1,0
0,28.58,57.82,169.14,94.13,3.24,741.49,971.69,1.93,4.33,79.93,32.0,6.5,107,100,44,3.51,1.8,34.91,8.17,0.725,146,71.3,100,18,61.67,1.65,32.4,86.21,41.16,11.85,30.75,83.17,1,0,6.15,0,0,0,1,0,0,1,0,0,0,1,0
2,44.95,24.3,1.71,11.93,26.66,465.72,952.28,53.18,20.0,44.83,11.44,8.31,76,22,36,4.05,2.9,9.88,0.05,0.916,118,251.28,98,70,70.67,1.06,22.26,30.9,136.06,1.07,35.97,39.04,2,0,6.69,0,1,0,0,0,0,1,0,0,1,0,1
3,15.01,26.58,268.42,37.49,6.41,728.75,957.33,79.98,5.98,76.11,28.07,5.7,16,118,149,1.16,2.16,96.12,9.22,0.711,142,523.37,7,26,93.37,6.34,20.63,30.95,104.81,2.37,17.03,76.86,1,0,5.53,0,0,1,0,0,0,0,0,1,0,1,0
2,18.28,48.65,159.69,46.51,22.79,955.01,1021.14,14.61,15.93,53.99,28.73,5.77,10,95,142,4.96,2.75,77.55,11.87,0.201,74,752.36,40,55,84.73,8.56,36.88,33.12,77.04,6.72,30.38,54.97,1,0,3.45,1,0,0,0,0,1,0,0,0,1,0,1
1,24.05,30.06,135.5,47.81,24.69,125.18,951.43,96.14,18.96,40.85,39.54,6.98,127,76,102,0.9,1.12,60.15,11.21,0.889,20,925.76,23,23,90.16,7.81,28.6,89.18,127.56,17.02,34.89,41.07,1,0,6.4,0,1,0,0,1,0,0,0,1,0,0,1
0,15.77,55.86,282.48,29.88,23.78,704.24,1039.58,41.5,22.01,15.13,17.18,7.36,55,84,121,6.06,1.15,36.54,9.71,0.183,35,493.03,26,22,76.13,5.71,14.42,28.08,229.11,8.63,62.68,15.15,2,0,3.91,0,0,0,1,1,0,0,0,0,1,0,1
2,38.47,65.67,219.12,91.3,26.19,570.36,957.87,43.83,27.2,73.74,31.69,6.67,98,23,110,5.53,1.86,97.17,4.71,0.64,179,959.77,33,87,40.36,4.0,46.02,21.78,31.5,13.02,29.24,75.27,1,0,5.44,0,0,0,1,0,1,0,0,0,0,1,0
0,16.58,71.85,101.23,90.85,10.19,291.33,965.66,51.48,23.8,72.04,39.81,5.39,36,24,31,3.05,1.07,35.3,1.4,0.363,134,589.48,94,22,87.63,1.01,4.84,12.37,35.51,2.67,11.0,76.82,1,0,4.2,0,1,0,0,0,0,1,0,0,0,0,0
0,37.47,60.99,280.85,1.89,29.58,376.94,984.03,39.32,8.95,70.96,38.17,8.11,12,12,64,1.06,1.73,56.56,5.62,0.611,140,814.38,38,75,86.72,7.74,47.14,26.59,259.55,9.23,27.17,65.49,1,0,4.52,0,0,1,0,0,0,1,0,1,0,0,1
3,16.58,48.47,255.6,65.0,8.39,853.44,1022.67,65.24,25.29,77.28,20.63,6.59,103,26,137,6.56,2.98,63.42,7.36,0.542,6,490.31,56,90,86.47,4.57,7.67,61.13,125.81,14.05,15.2,79.99,1,0,5.12,1,0,0,0,0,0,1,1,0,0,0,0
3,22.58,29.73,286.36,7.44,28.03,628.21,1020.07,17.79,1.88,66.43,14.24,8.29,49,77,80,5.82,2.49,11.56,10.61,0.631,12,95.51,76,9,44.18,4.26,2.95,65.57,228.65,10.75,24.97,63.64,1,0,6.23,0,0,0,0,0,0,1,1,0,0,0,0
0,40.24,38.56,28.87,59.75,13.12,113.08,974.66,92.04,22.09,5.42,12.3,6.41,95,74,85,3.16,2.02,67.46,11.81,0.241,143,355.08,1,84,40.31,1.47,5.67,66.83,274.33,15.54,116.61,4.16,0,0,3.0,0,1,0,0,0,1,0,0,0,1,0,0
2,43.53,51.46,286.59,86.69,1.71,968.83,982.7,86.83,14.5,58.63,11.8,5.05,106,55,21,2.73,0.26,18.46,7.52,0.687,165,231.85,91,24,97.54,1.34,42.04,18.51,25.51,8.6,35.53,59.04,2,0,5.74,1,0,0,0,0,0,1,0,0,0,0,0
